level,estimate,reference,stem_id,dataset,sample_id,question
mmlu_pro::mmlu_pro:2175,3.9492511892995052,False,mmlu_pro::mmlu_pro:2175,mmlu_pro,mmlu_pro:2175,"Lucille suffered a stroke last week and cannot recognize her children or grandchildren by looking at them. Of the following structures, her brain lesion is most likely in the"
mmlu_pro::mmlu_pro:906,3.9492511892995052,False,mmlu_pro::mmlu_pro:906,mmlu_pro,mmlu_pro:906,"Two men were told by the defendant that a medical devices company was now using the old warehouse on the river for storing its supply of defibrillators. Late one night, the two men broke into the warehouse and proceeded to load the large crates of defibrillators onto their truck. As they were leaving, one of the men inadvertently threw his cigarette butt into a refuse pile of old cardboard boxes and papers. Soon afterward, the refuse ignited into a small fire. Although the men had time to douse the fire without any danger to themselves, they did not do so. Instead, they fled. Meanwhile, the fire quickly spread, engulfing the entire warehouse in flames. If the defendant is later charged as a co-conspirator, in all likelihood he would be held responsible as"
mmlu_pro::mmlu_pro:1574,3.947779890977582,False,mmlu_pro::mmlu_pro:1574,mmlu_pro,mmlu_pro:1574,“Natural law is based on the nature of man and on his inward need of living in society.” Who said it?
mmlu_pro::mmlu_pro:1588,3.9472977531636015,False,mmlu_pro::mmlu_pro:1588,mmlu_pro,mmlu_pro:1588,"A prisoner was serving a life sentence in a state prison as a result of his conviction for the murder of a child who had trespassed onto his farmland. The prisoner came from a family of farmers, dating back to at least 1750. His family believed that all nourishment comes from the ground and that one's soul will be saved only if his diet consists totally of natural, farm-grown food. The prisoner followed that belief and ate only fresh fruits and vegetables. He further believes that a higher power has commanded him to eat only vegetarian foods. When the prisoner entered the prison state prison officials agreed to grant his wishes and served him only fresh fruits and vegetables for his meals. After six months, deciding that catering to his special diet was overly burdensome and administratively unworkable, the officials decided to stop giving the prisoner special treatment and began to serve him the same food as served to the rest of the prison population. Although nothing physically prohibited the prisoner from eating and surviving on the general prison population's diet, he refused to eat the food that was not in conformity with his special diet. The prisoner's best constitutional argument to support his claim of the right to a fresh fruit and vegetable diet is based on"
mmlu_pro::mmlu_pro:125,3.946476336777773,False,mmlu_pro::mmlu_pro:125,mmlu_pro,mmlu_pro:125,"The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment."
mmlu_pro::mmlu_pro:1365,3.9441221989766517,False,mmlu_pro::mmlu_pro:1365,mmlu_pro,mmlu_pro:1365,"Berg offered to sell a parcel of land to Jones for $75,000 cash. The offer was in writing on March 1 and made by sending an e-mail to Jones' web site. Jones responded by mailing a letter on March 10 which stated ""I accept but would like to request that I can pay $25,000 in three equal installments over the next three years."" Berg received the letter on March 15. A contract was"
mmlu_pro::mmlu_pro:1749,3.939675860932915,False,mmlu_pro::mmlu_pro:1749,mmlu_pro,mmlu_pro:1749,"A brick mason was hired by a builder under a written one-year contract, at an annual salary of $45,000, with employment to begin on March 1. Because the builder was unable to secure enough building contracts to keep all its employees busy during the season beginning March 1, it notified the brick mason on February 15 that it could not afford to employ him as a mason. At the same time, however, the builder offered to employ the mason, for the same contract period, as a night guard at an annual salary of $25,000. The mason declined the offer and remained unemployed during the year. No offer and remained unemployed during the year. No employment for brick masons was available in the community during the year, but the mason could have obtained other employment as a day laborer that would have paid up to $25,000 a year. At the end of the year, in an action against the builder for breach of contract, how much, if anything, is the mason entitled to recover?"
mmlu_pro::mmlu_pro:2031,3.939491452617047,False,mmlu_pro::mmlu_pro:2031,mmlu_pro,mmlu_pro:2031,"Before Justin could take an airplane flight, he needed to overcome his fear of flying. His therapist taught him relaxation exercises, which he practiced while first looking at pictures of airplanes, then seeing them take off at the airport, then going into an empty plane that would not take off, then finally taking a short flight. Which of the following treatments did he undergo?"
mmlu_pro::mmlu_pro:2383,3.936573893013183,False,mmlu_pro::mmlu_pro:2383,mmlu_pro,mmlu_pro:2383,The primary purpose of a(n) ____________ is to obtain detailed information about job requirements in order to facilitate decisions related to compensation.
mmlu_pro::mmlu_pro:828,3.9353054365112525,False,mmlu_pro::mmlu_pro:828,mmlu_pro,mmlu_pro:828,This approach has been used to convey particular information and help educate large target audiences through television and radio programmes. This approach is referred to as:
